goal,task,fire_team,state,radio_silence,node,ignored_node,process_type,resource_qty,duration,time_since_start,goal_duration,type_a_count,type_b_count,type_c_count,info_experiment_code,info_run_number,flow_control_update_time
Goal number d62b9e78,T #3,fire_team_a,manoeuvre,false,n1,n3,type_c,3,15310,58726,101929,2,1,3,Radio90s200,1,n_a
Goal number d62b9e78,T #4,fire_team_a,manoeuvre,false,n1,n6,type_c,3,15768,74551,101929,2,1,3,Radio90s200,1,n_a
Goal number d62b9e78,T #5,fire_team_a,manoeuvre,false,n1,n6,type_b,2,6964,81569,101929,2,1,3,Radio90s200,1,n_a
Goal number d62b9e78,T #6,fire_team_a,manoeuvre,false,n1,n4,type_c,3,20242,101885,101929,2,1,3,Radio90s200,1,n_a
Goal number 20323ac1,T #1,fire_team_a,manoeuvre,false,n1,n4,type_a,2,20763,20831,127948,3,0,3,Radio90s200,1,n_a
Goal number 20323ac1,T #2,fire_team_a,manoeuvre,false,n3,n2,type_c,1,5500,26485,127948,3,0,3,Radio90s200,1,n_a
Goal number 20323ac1,T #3,fire_team_a,manoeuvre,false,n2,n6,type_a,1,10271,36901,127948,3,0,3,Radio90s200,1,n_a
Goal number 20323ac1,T #4,fire_team_a,manoeuvre,false,n2,n4,type_a,3,47191,84150,127948,3,0,3,Radio90s200,1,n_a
Goal number 20323ac1,T #5,fire_team_a,manoeuvre,false,n3,n3,type_c,3,25689,109895,127948,3,0,3,Radio90s200,1,n_a
Goal number 20323ac1,T #6,fire_team_a,manoeuvre,false,n1,n2,type_c,1,17669,127721,127948,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #1,fire_team_b,defence,true,n5,n5,type_c,3,15222,15268,134837,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #2,fire_team_a,manoeuvre,false,n1,n3,type_a,2,36913,52243,134837,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #3,fire_team_a,manoeuvre,false,n1,n2,type_c,2,19264,71556,134837,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #4,fire_team_a,manoeuvre,false,n1,n1,type_c,2,10825,82436,134837,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #5,fire_team_a,manoeuvre,false,n1,n2,type_a,1,12274,94768,134837,3,0,3,Radio90s200,1,n_a
Goal number 4c293caa,T #6,fire_team_a,manoeuvre,false,n2,n6,type_a,3,39974,134810,134837,3,0,3,Radio90s200,1,n_a
Goal number 3bee68cb,T #1,fire_team_a,manoeuvre,false,n1,n1,type_b,2,8062,8132,69887,2,4,0,Radio90s200,1,n_a
Goal number 3bee68cb,T #2,fire_team_a,manoeuvre,false,n1,n3,type_b,1,4572,12738,69887,2,4,0,Radio90s200,1,n_a
Goal number 3bee68cb,T #3,fire_team_a,manoeuvre,false,n1,n3,type_b,2,7049,19835,69887,2,4,0,Radio90s200,1,n_a
Goal number 3bee68cb,T #4,fire_team_a,manoeuvre,false,n1,n6,type_b,2,8516,28420,69887,2,4,0,Radio90s200,1,n_a
Goal number 3bee68cb,T #5,fire_team_a,manoeuvre,false,n1,n6,type_a,1,30218,58685,69887,2,4,0,Radio90s200,1,n_a
Goal number 3bee68cb,T #6,fire_team_a,manoeuvre,false,n1,n4,type_a,1,11104,69843,69887,2,4,0,Radio90s200,1,n_a
Goal number 3d41497e,T #1,fire_team_b,defence,true,n6,n3,type_a,1,10248,10329,174601,3,1,2,Radio90s200,1,n_a
